"influences";"influenced"
"Lev Vygotsky";"Alexander Potebnj"
"Linus Paulin";"Walter Heitl"
"Neil S";"David Forbes Hendry"
"Neil Smith (geographer)";"David Harvey"
"Niall Ferguson";"David Lan"
"Nicholas Wolterstorff";"Alvin Plantin"
"Nicola Fergol";"Vincenzo Fl"
"Niklas Luhmann";"Heinz von F"
"Pavel Florensky";"Vladimir Solovyov (philosopher)"
"Per Bak";"Dante R. Chialv"
"Pericl";"Anax"
"Pete B";"Alyssa A. Goodman"
"Peter Deby";"Arthur R. von Hippel"
"Peter Forrest (philosopher)";"David Stov"
"Peter Kreef";"Dietrich von Hildebran"
"Peter Kropotkin";"Alexander Herzen"
"Peter Leeson";"David D. Friedman"
"Peter Railton";"David Lewis (philosopher)"
"Peter Sin";"Derek Parf"
"Peter Vallentyn";"David G"
"Peter Wessel Zapff";"Arthur Schopen"
"Peter van Inwagen";"Alvin Plantin"
"Philip P";"Amartya Sen"
"Philipp Mainlän";"Arthur Schopen"
"Philo of L";"Arcesil"
"Phoebus Leven";"Aleksandr Dianin"
"Pierre-Joseph Proudhon";"Victor Cousin"
"Py";"Dem"
"Py";"Anaximan"
"R. Tyrrell Rockafell";"Albert W. Tuck"
"Theodor W. Adorn";"Walter Benjamin"
"Theodorus the A";"Aristippus the Youn"
"Theophilos Corydall";"Cesare Cremonini (philosopher)  Cesare Cremonini  1"
"Thomas A. McCarthy";"Axel Honn"
"Thomas Aquin";"Av"
"Thomas Corwin Mendenhall";"Augustus De Morgan"
"Thomas Hardy";"Arthur Schopen"
"Thomas Jefferson";"David Hum"
"Thomas Kuhn";"Alexandre Koyré"
"Thomas L";"Arthur Schopen"
"Thomas Mann";"Arthur Schopen"
"Thomas P. Grazul";"David M. Ludlum"
"Thomas Pain";"David Hum"
"Thomas R";"David Hum"
"Théodore Simon Jouffroy";"Victor Cousin"
"Titu M";"Vasile P"
"Titus Burck";"Ananda Coomaraswamy"
"Tom Flanagan (political scientist)";"Alexander Christak"
"Tomas Lindahl";"Walter Bodm"
"William Whiston";"David Gregory (mathematician)"
"William Wordsw";"David Hartley (philosopher)"
"Wincenty Lutosławsk";"August Cieszkowsk"
"Wolfgang Ketterl";"David E. P"
"Wolfgang Sm";"Alfred North W"
"Yanis Varoufak";"Axel Leijonhufv"
"Shoaib Sultan Khan";"Akhtar Hameed Khan"
"Peter Sen";"David Bohm"
"Yahya ibn A";"Al-F"
"Noël Carroll";"Arthur Dan"
"Edmund Husserl";"David Hum"
"Edmund Husserl";"Benno Kerry"
"Edmund Husserl";"Bernard Bolzan"
"Edmund Lan";"Arthur Wief"
"Eduard Limonov";"Aleksandr Dugin"
"Eduard von Hartmann";"Arthur Schopen"
"Edward F";"Alasdair MacInty"
"Edward Gibbon";"David Hum"
"Edward Laumann";"W. Lloyd Warn"
"Edward N. Zal";"Alexius Meinon"
"Edward Nelson";"Bennett McCallum"
"Edward Spencer Beesly";"Auguste Com"
"Edward Stringham";"David D. Friedman"
"Elaine Morgan";"Alister Hardy"
"Elias James Corey";"Dieter S"
"Elizabeth Fisher (neuroscientist)";"David C. P"
"Julius Bahnsen";"Arthur Schopen"
"Julius Büdel";"Albrecht Penck"
"Julius Evol";"Johann Jakob Bachofen"
"Karl Kraus (writer)";"Arthur Schopen"
"Karl Marx";"David Hum"
"Karl Marx";"Dem"
"Karl Marx";"Denis D"
"Karl Marx";"Johann Jakob Bachofen"
"Karl Marx";"Alexander Herzen"
"Karl Marx";"Arthur Schopen"
"Karl Marx";"August Cieszkowsk"
"Karl Marx";"Auguste Com"
"Karl Polany";"Alfred Radcliffe-Brown"
"Karl P";"David Hum"
"Karl P";"Alfred Tarsk"
"Karl Vern";"August Leskien"
"Llewellyn Thom";"Wallace John Eck"
"Lorenz Bruno Puntel";"Dieter Hen"
"Louis Al";"Alexandre Kojèv"
"Louis Al";"Alexandre Matheron"
"L";"Dem"
"Ludwig Wittgenstein";"Arthur Schopen"
"Ludwig von Bertalanffy";"W. Ross Ashby"
"Luigi Am";"Vilfredo P"
"László Ré";"Andor Kertész (mathematician)"
"C. Anthony Anderson";"David Kaplan (philosopher)"
"Oliver Sack";"Alexander L"
"Oliver Sm";"Alexander George Ogston"
"Olympiodorus of T";"Ammonius Herm"
"Oskar R. Lan";"Vilfredo P"
"Oswald Spengl";"Arthur Schopen"
"Otto Rank";"Arthur Schopen"
"Otto Weinin";"Arthur Schopen"
"Ousmane Sembèn";"Kocc Barma Fall"
"Seth Klarman";"Benjamin Graham"
"Sewall W";"Alfred North W"
"Sextus Em";"Aenesidem"
"Sextus Em";"Agrippa the Sk"
"Seyyed Hossein N";"Ananda Coomaraswamy"
"Siegfried Sassoon";"W. H. R. Riv"
"Sigmund F";"Alexander Herzen"
"Sigmund F";"Arthur Schopen"
"Sigmund F";"Auguste Com"
"Stafford B";"Heinz von F"
"Stanley Hauerw";"Alasdair MacInty"
"Stanley Rosen";"Alexandre Kojèv"
"Stathis Psill";"David Lewis (philosopher)"
"Stathis Psill";"David Papin"
"Stephen D. Krasn";"Albert O. Hirschman"
"Steve Bannon";"Aleksandr Dugin"
"John Cottingham";"Derek Parf"
"Erik Swyngedouw";"David Harvey"
"László Kalmá";"Andor Kertész (mathematician)"
"Lukáš Plank";"Daniel Carleton Gajdusek"
"Michael Muhammad Kn";"Amina W"
"Rebecca Lan";"Alexandra Navrotsky"
"Bill Ackman";"Benjamin Graham"
"Humberto Maturan";"Heinz von F"
"Humphry Davy";"Benjamin Thompson"
"Héctor-Neri Castañ";"Alexius Meinon"
"Héra Mirtel";"Johann Jakob Bachofen"
"Ibn Tufail";"Al-Jahiz"
"Ibn Tufail";"Avem"
"Ibn al-Haytham";"Al-Kin"
"Ilya Prigogin";"Alfred North W"
"Immanuel Kan";"Damaris Cudworth Masham"
"Immanuel Kan";"David Hum"
"Immanuel Kan";"Alexander Gottlieb Baumgarten"
"Kit Fin";"Arthur P"
"Konstantin Glink";"Vasily Dokuchaev"
"Kotaro Suzum";"Amartya Sen"
"Kwame Anthony A";"Diogen"
"Meyer F";"Alfred Radcliffe-Brown"
"Michael Bergmann (philosopher)";"Alvin Plantin"
"Michael Halliday";"Benjamin Lee Whorf"
"Michael Horton (theologian)";"Alvin Plantin"
"Michael Löwy";"Walter Benjamin"
"Michael Maj";"Bernard Kettlewell"
"Michael Silverstein";"Benjamin Lee Whorf"
"Michael T";"Walter Benjamin"
"Michel Foucaul";"Alexandre Kojèv"
"Michel Onfray";"Dem"
"Michel Onfray";"Diogen"
"Michel W";"Alfred North W"
"Michel de Montaign";"Dem"
"Miguel Robles-Durán";"David Harvey"
"Mikhail Bakunin";"Alexander Herzen"
"Milan Kun";"Denis D"
"Milič Čapek";"Alfred North W"
"Mircea El";"Debiprasad Chattopadhyay"
"Pascal Boy";"Dan S"
"Patri Friedman";"David D. Friedman"
"Patrick S";"Alfred Tarsk"
"Paul Feyeraben";"Alexandre Koyré"
"Paul Krugman";"Arthur Cecil P"
"Paul Krugman";"Avinash Dix"
"Paul Samuelson";"Alvin Hansen"
"Paul Volck";"Arthur Cecil P"
"Roman Jakobson";"Alexander L"
"Roman";"Vasile Pușcaș"
"Roman";"Augustin D"
"Rudolf Carn";"Alfred Tarsk"
"Rudolf Jaen";"Beatrice Mintz"
"Ruth Barcan M";"Arthur P"
"S. I. Hayakaw";"Alfred Korzybsk"
"Daniel Ross (philosopher)";"Bernard Stiegl"
"David Niren";"Walter Benjamin"
"David O. Brink";"David Lyons (philosopher)"
"Dean Zimmerman (philosopher)";"David Lewis (philosopher)"
"Eugen Dührin";"Auguste Com"
"John Etchemendy";"Gila S"
"Wilfred Eade A";"Alfred North W"
"Wilhelm Fel";"Charles Kellaway  Charles Halliley Kellaway  1"
"Francisco Romero (philosopher)";"Alejandro Korn"
"Gaetano da Thiene (philosopher)";"Av"
"Galen";"Alcmaeon of Croton"
"Gerard Rev";"Arthur Schopen"
"Gotthard Gün";"Heinz von F"
"Jeffrey Herf";"David Lan"
"Menaechm";"Archy"
"Rozalyn Anderson";"David A. Sincl"
"Marco T";"Alain de Ben"
"Margaret G. R";"Hazel Kyrk"
"Catherine P";"Walter Benjamin"
"Yitang Zhan";"Daniel Goldston"
"Yuri Lev";"Alexander Zinoviev"
"Zhang Lei (investor)";"David F. Swensen"
"Zhiming Liu (computer scientist)";"Anders P. Ravn"
"Zhou Chaochen";"Dines Bjørn"
"Zygmunt Bauman";"Hans Jon"
"Zygmunt Krasińsk";"August Cieszkowsk"
"Zygmunt Ziembińsk";"Alf R"
"Émile Arman";"Benjamin Tuck"
"Émile Durkheim";"Auguste Com"
"Émile Zol";"Arthur Schopen"
"Étienne Bonnot de Condill";"Denis D"
"Émile Littré";"Auguste Com"
"Robert A";"W. D. R"
"Renee Reijo P";"David C. P"
"Alton Brown";"Harold McG"
"Alvin E. R";"George Dantz"
"Andrei Sakharov";"Bertrand Russell"
"André Breton";"Georg Wilhelm Friedrich Hegel"
"André Gorz";"Frithjof Bergmann"
"Alexandre Lacassagn";"Franz Joseph Gall"
"Dani Rodrik";"Gene Grossman"
"Daniel Denn";"Bertrand Russell"
"Daniel Denn";"Wilfrid Sell"
"Daniel Georges-Abey";"Hans T"
"Daphne Hampson";"Friedrich Schleierm"
"Dave Arnol";"Harold McG"
"David D. Friedman";"Friedrich Hayek"
"David George R";"T. H. Green"
"David Hum";"Francis Hutcheson (philosopher)"
"David Rockefell";"Frank Kn"
"Vernon L. Sm";"Friedrich Hayek"
"Victor Cousin";"Friedrich Heinrich J"
"Victor Cousin";"Friedrich Wilhelm Joseph Schellin"
"Victor Cousin";"Georg Wilhelm Friedrich Hegel"
"Victor Kl";"Werner Fenchel"
"Vilfredo P";"Georges Sorel"
"Vittorio Ben";"Franz Brentan"
"Vladimir Lenin";"Georges Sorel"
"Vladimir Lenin";"Georgi Plekhanov"
"Vladimir Solovyov (philosopher)";"Friedrich Wilhelm Joseph Schellin"
"W. D. R";"G. E. M"
"Walker Percy";"Gabriel Marcel"
"Walker Percy";"Søren Kierk"
"Wallace Steven";"George Santayan"
"Walter Benjamin";"Franz Rosenzw"
"Walter Benjamin";"Georges Sorel"
"Walter E. William";"Friedrich Hayek"
"Walter Kaufmann (philosopher)";"Søren Kierk"
"Walter Rauschen";"Friedrich Schleierm"
"Walter S. Huxf";"George Uhlenbeck"
"Warder Clyde All";"Frank Rattray Lill"
"Georg Anton Friedrich A";"Friedrich Wilhelm Joseph Schellin"
"Heinrich R";"Friedrich Schleierm"
"Jay Rosen";"Wilfrid Sell"
"Albert Verwey";"Georg Wilhelm Friedrich Hegel"
"Denis D";"Samuel von Pufendorf"
"Dennis J. Schm";"Hans-Georg Gadam"
"Derek Parf";"T. M. Scanlon"
"Dian Fossey";"George Schall"
"Dieter Hen";"Hans-Georg Gadam"
"Dimitri Kitsik";"Halford Mackin"
"J. Alan G";"Gene H. Gol"
"John Argyropoul";"Gemistos Plethon"
"Jean-Louis Michon";"Frithjof Schuon"
"Ruth Millikan";"Wilfrid Sell"
"Victor de Riqueti, marquis de M";"François Quesnay"
"Lewis Wol";"Wilfred Stein"
"Uwe Win";"Hans Diedrich Hen"
"Jean Gren";"Georges Palan"
"Ulugh B";"Al-Khazin"
"Al-Birun";"Al-Sijz"
"Alain B";"Georg Wilhelm Friedrich Hegel"
"Alain B";"Georges Canguilhem"
"Alain de Ben";"Georges Sorel"
"Alan Rabinowitz";"George Schall"
"Alan Turin";"Bertrand Russell"
"Alasdair MacInty";"G. E. M. Anscom"
"Albert Cam";"Georges Palan"
"Albert Cam";"Georges Sorel"
"Albert Cam";"Søren Kierk"
"Albert Ell";"Bertrand Russell"
"Albert Jay Nock";"Franz Oppenheim"
"Albert Schweitz";"Wilhelm Windelban"
"Albert Taylor Bl";"George Fitz"
"Albrecht Ritschl";"Friedrich Schleierm"
"Aleksandr Dugin";"Halford Mackin"
"Aleksandr Solzhenitsyn";"Bertrand Russell"
"Alexander Macfarlan";"G. B. Hal"
"Alexander Potebnj";"Wilhelm von Humbol"
"Alexander R. Galloway";"Fredric Jameson"
"Alexander von Humbol";"Friedrich Wilhelm Joseph Schellin"
"Alexander von Humbol";"Georg F"
"Alexandre Kojèv";"Georg Wilhelm Friedrich Hegel"
"Alexandre Koyré";"Gaston Bachel"
"Alexandru Hâj";"Friedrich Wilhelm Joseph Schellin"
"Alexius Meinon";"Franz Brentan"
"Alfred Adl";"Hans Vaihin"
"Alfred D. Chandler J";"Gardiner Mean"
"Alfred North W";"Samuel Alexan"
"Alfred Richard O";"George Gurdjieff"
"Alfred Tarsk";"Bertrand Russell"
"Algis Uždaviny";"Frithjof Schuon"
"Ali Lakhan";"Frithjof Schuon"
"Arthur Griff";"Friedrich L"
"Arthur Holm";"Bertram Boltw"
"Arthur Laff";"Friedrich Hayek"
"Asghar Ali Engin";"Tan Malak"
"Atilla Yayl";"Friedrich Hayek"
"August Böck";"Friedrich Schleierm"
"August Cieszkowsk";"Georg Wilhelm Friedrich Hegel"
"August Schl";"Franz B"
"August Schl";"Wilhelm von Humbol"
"Axel T. Brun";"G. Marius Cl"
"Benedetto C";"Georg Wilhelm Friedrich Hegel"
"Benito Mussolin";"Georges Sorel"
"Benjamin Franklin";"François Quesnay"
"Bernard Bosanquet (philosopher)";"Georg Wilhelm Friedrich Hegel"
"Bernard William";"Bertrand Russell"
"Bertram Cohl";"Bernice Neugarten"
"Bertrand Russell";"G. E. M"
"Bertrand Russell";"George S"
"Bessarion";"Gemistos Plethon"
"Francis Fukuyam";"Georg Wilhelm Friedrich Hegel"
"Frank Chodorov";"Franz Oppenheim"
"Frank Hahn";"Takashi N"
"Frank Lloyd W";"George Gurdjieff"
"Frank Ramsey (mathematician)";"Bertrand Russell"
"Frank Van Dun";"Hans-Hermann H"
"Frank Wilczek";"Bertrand Russell"
"Franz B";"Wilhelm Dilthey"
"Franz B";"Friedrich Schlegel"
"Franz Brentan";"Friedrich Adolf Trendelen"
"François Laruell";"Félix Ravaisson-Mollien"
"Frederic Sterling L";"Gardiner Mean"
"Frederick N. T";"George Parshall"
"Frederick Vin";"Harry Hammond H"
"Friedrich Adolf Trendelen";"Friedrich Schleierm"
"Friedrich Engel";"Georg Wilhelm Friedrich Hegel"
"Friedrich Hayek";"Frank F"
"Friedrich Hayek";"Friedrich von W"
"Friedrich Nietz";"Friedrich Albert Lan"
"Friedrich Wilhelm Joseph Schellin";"Friedrich Heinrich J"
"Fumio Hay";"Takashi N"
"Félix Ravaisson-Mollien";"Friedrich Wilhelm Joseph Schellin"
"G. E. M";"George S"
"G. H. Hardy";"Bertrand Russell"
"G. R. G. M";"Harold H. Joachim"
"Gabriel Marcel";"Søren Kierk"
"Gary Beck";"George Stigl"
"Georg Simmel";"Wilhelm Dilthey"
"Georg Wilhelm Friedrich Hegel";"Friedrich Heinrich J"
"Georg Wilhelm Friedrich Hegel";"Friedrich Wilhelm Joseph Schellin"
"George Darwin";"George William Hill"
"George Kelly (psychologist)";"Hans Vaihin"
"George Selgin";"Friedrich Hayek"
"George Stigl";"Frank Kn"
"George Stigl";"Friedrich Hayek"
"George S";"Franz Brentan"
"George Sylvester M";"Friedrich Adolf Trendelen"
"George Yancy";"Fred Evans (philosopher)"
"Georges Canguilhem";"Gaston Bachel"
"Ha-Joon Chan";"Friedrich Hayek"
"Ha-Joon Chan";"Friedrich L"
"Hans-Georg Gadam";"Friedrich Schleierm"
"Hans-Georg Gadam";"Friedrich Wilhelm Joseph Schellin"
"Hans-Georg Gadam";"Wilhelm Dilthey"
"Hans A";"Franz Ham"
"Hans F. K. Gün";"Georges Vacher de L"
"Hans Kelsen";"Hans Vaihin"
"Hans Kün";"Georg Wilhelm Friedrich Hegel"
"Hans Urs von Bal";"Søren Kierk"
"Harrison W";"Georg Simmel"
"Harry Markowitz";"George Dantz"
"Harvey Sack";"Harold Garfinkel"
"Hastings Rashdall";"T. H. Green"
"Sally Wy";"Wiebe Bijk"
"Samuel Alexan";"T. H. Green"
"Samuel Taylor Col";"Friedrich Wilhelm Joseph Schellin"
"Søren Kierk";"Friedrich Adolf Trendelen"
"Søren Kierk";"Friedrich Heinrich J"
"Søren Kierk";"Friedrich Wilhelm Joseph Schellin"
"Søren Kierk";"Georg Wilhelm Friedrich Hegel"
"T. H. Green";"Georg Wilhelm Friedrich Hegel"
"T. S. El";"Harold H. Joachim"
"Ta-Chung L";"Fritz Machl"
"Taha Hussein";"Al-Ma'"
"Tahar Ben Jelloun";"Taha Hussein"
"Tan Malak";"Georg Wilhelm Friedrich Hegel"
"Tariq Al";"Bertrand Russell"
"Whitall Perry";"Frithjof Schuon"
"Wikan";"Tan Malak"
"Wilhelm Dilthey";"Friedrich Adolf Trendelen"
"Wilhelm Dilthey";"Friedrich Schleierm"
"Willard Van Orman Quin";"Bertrand Russell"
"William A. Barn";"Franco Modiglian"
"William Blackston";"Samuel von Pufendorf"
"William Godwin";"Francis Hutcheson (philosopher)"
"William J. Grayson";"George Fitz"
"William Thomson, 1st Baron Kelvin";"George Green (mathematician)"
"František Ladislav Chleborá";"Franz Hermann Schulze-Delitz"
"Sebastian Rödl";"G. E. M. Anscom"
"Anne Robert Jacques T";"François Quesnay"
"Anne Warfield Rawl";"Harold Garfinkel"
"Annette B";"Wilfrid Sell"
"Anthony Kenny";"G. E. M. Anscom"
"Anthony Weston";"Frithjof Bergmann"
"Antoine-François de Fourcroy";"Geneviève Thiroux d'Arconvill"
"Anton Marty";"Franz Brentan"
"Antonio Gram";"Georges Sorel"
"Antonio N";"Félix G"
"Arnold Davidson";"Georges Canguilhem"
"Emil Cioran";"Georg Simmel"
"Emil Fackenheim";"Franz Rosenzw"
"Emil Fackenheim";"Friedrich Wilhelm Joseph Schellin"
"Emil Kraepelin";"Wilhelm Wun"
"Emmanuel Levin";"Franz Rosenzw"
"Emmanuel Levin";"Gabriel Marcel"
"Emmanuel Levin";"Søren Kierk"
"Emperor Wen of Han";"Han F"
"Emperor Wen of S";"Han F"
"Emperor Wu of Han";"Han F"
"Eric Voegelin";"Friedrich Wilhelm Joseph Schellin"
"Eric Voegelin";"Georg Wilhelm Friedrich Hegel"
"Erik S. Rein";"Friedrich L"
"Ernest Everett J";"Frank Rattray Lill"
"Ernst C";"Wilhelm von Humbol"
"Ernst Troel";"Wilhelm Windelban"
"Errol H";"Harold H. Joachim"
"Andrew Scott W";"George Ev"
"André Morell";"François Quesnay"
"Gian-Carlo R";"Garrett Birkhoff"
"Gianni Vattim";"Hans-Georg Gadam"
"Gilbert Duran";"Gaston Bachel"
"Gilles Deleuz";"Friedrich Wilhelm Joseph Schellin"
"Gilles Deleuz";"Félix G"
"Gilles Deleuz";"Gaston Bachel"
"Gilles Deleuz";"Georges Canguilhem"
"Gillian R";"Georg Wilhelm Friedrich Hegel"
"Giordano Brun";"Franciscus P"
"Giorgio Agamben";"Georges Bataill"
"Giovanni Gentil";"Georg Wilhelm Friedrich Hegel"
"Gladys Dick";"Harry Gideon Well"
"Glenn Goul";"George Santayan"
"Goenawan Moham";"Tan Malak"
"Gottlob F";"Friedrich Adolf Trendelen"
"Arnaud Desjardin";"George Gurdjieff"
"Marcella Althaus-R";"Félix G"
"Marco Pall";"Frithjof Schuon"
"Margaret Oakley Dayhoff";"George E. Kimball"
"Margaret T";"Friedrich Hayek"
"Mark Bl";"George Stigl"
"Mark Granov";"Georg Simmel"
"Marshall McLuhan";"Hans Sely"
"Marsilio Ficin";"Gemistos Plethon"
"Martin B";"Franz Rosenzw"
"Martin B";"Søren Kierk"
"Martin Gardn";"Bertrand Russell"
"Martin H";"Franz Brentan"
"Martin H";"Friedrich Heinrich J"
"Martin H";"Friedrich Wilhelm Joseph Schellin"
"Martin H";"Félix Ravaisson-Mollien"
"Martin H";"Søren Kierk"
"Martin H";"Wilhelm Dilthey"
"Martin Lin";"Frithjof Schuon"
"Martín de Azpil";"Francisco de V"
"Marvin Minsky";"Bertrand Russell"
"Pol Antrà";"Gene Grossman"
"Pope John Paul II";"Gabriel Marcel"
"Pramoedya Ananta T";"Tan Malak"
"Friedrich Paulsen";"Friedrich Adolf Trendelen"
"Valentin Voloshinov";"Wilhelm von Humbol"
"Men";"Bion of Borysthen"
"Boris Chicherin";"Georg Wilhelm Friedrich Hegel"
"Brand Blan";"Harold H. Joachim"
"Brian Davies (philosopher)";"G. E. M. Anscom"
"Bruce Houghton";"George P. L. Walk"
"Bruno B";"Georg Wilhelm Friedrich Hegel"
"Bryan Reynolds (scholar)";"Félix G"
"Buckminster Full";"Bertrand Russell"
"Buckminster Full";"Friedrich Fröbel"
"Babette B";"Hans-Georg Gadam"
"Jacob Bronowsk";"Bertrand Russell"
"Jacques-Alain Mill";"Georges Canguilhem"
"Jacques D";"Franz Rosenzw"
"Jacques D";"Georg Wilhelm Friedrich Hegel"
"Jacques D";"Georges Bataill"
"Jacques D";"Georges Canguilhem"
"Jacques Drèz";"Franco Modiglian"
"Jacques Drèz";"George Stigl"
"Jacques Ellul";"Søren Kierk"
"Jacques Lacan";"Georges Bataill"
"Jakob Friedrich F";"Friedrich Heinrich J"
"Jamal al-Din al-Afghan";"Hasan Tahsin"
"James Hillman";"Hans Vaihin"
"James Joy";"Bertrand Russell"
"James M. Buchanan";"Frank Kn"
"James M. Buchanan";"Harry Gunnison Brown"
"James Samuel Coleman";"George C. Homan"
"Jamshīd al-Kāshī";"Al-Khazin"
"Jane S. Richardson";"Frederic M. R"
"Jawaharlal N";"Bertrand Russell"
"Jayant Narlik";"Fred Hoyl"
"Jean-Baptiste Lamarck";"Georges-Louis Leclerc, Comte de Buffon"
"Jean-Jacques R";"Samuel von Pufendorf"
"Jean-Luc Nancy";"Georges Bataill"
"Jean-Paul S";"Georg Wilhelm Friedrich Hegel"
"Jean-Paul S";"Søren Kierk"
"Jean Baudrill";"Georges Bataill"
"Jean P";"Sabina Spielrein"
"Jean Toom";"George Gurdjieff"
"Jean Wahl";"Gabriel Marcel"
"Jean Wahl";"Søren Kierk"
"Katherine Mansfiel";"George Gurdjieff"
"Katherine Poll";"Sandrine D"
"Kazimierz Twardowsk";"Franz Brentan"
"Keith J";"George Gurdjieff"
"Ken Wil";"Friedrich Wilhelm Joseph Schellin"
"Ken Wil";"Hans-Georg Gadam"
"Kenneth Arrow";"George Dantz"
"Kenneth Arrow";"Harold Hotellin"
"Maurice Blan";"Georges Bataill"
"Maurice Merleau-Ponty";"Félix Ravaisson-Mollien"
"Maurice Merleau-Ponty";"Gaston Bachel"
"Maurice Merleau-Ponty";"Georg Wilhelm Friedrich Hegel"
"Max Müll";"Franz B"
"Max Stirn";"Friedrich Schleierm"
"Max Stirn";"Georg Wilhelm Friedrich Hegel"
"Max W";"Georg Simmel"
"Max W";"Wilhelm Dilthey"
"Max W";"Wilhelm Windelban"
"Meher B";"Tajuddin Muhammad Badruddin"
"Melanie Klein";"Sándor Ferencz"
"Merton F. U";"Harland G. W"
"Merton Mill";"Fritz Machl"
"Charles Upton (poet)";"Frithjof Schuon"
"Charles W. M";"George Herbert M"
"Ray B";"François Laruell"
"Ray B";"Wilfrid Sell"
"Ray Kurzweil";"Bertrand Russell"
"Raya Dunayevskay";"Georg Wilhelm Friedrich Hegel"
"Raymond Aron";"Bertrand de Jouvenel"
"Reinhart Koselleck";"Hans-Georg Gadam"
"Renzo Nov";"Georges Palan"
"René Daumal";"George Gurdjieff"
"René D";"Francisco San"
"René D";"Franciscus P"
"Isaac Bernay";"Friedrich Wilhelm Joseph Schellin"
"Jeffrey Beall";"Fred Kil"
"Martin Beal";"George Dantz"
"James Cutsin";"Frithjof Schuon"
"A. C. Graylin";"Bertrand Russell"
"A. J. Ay";"Bertrand Russell"
"Noam Chomsky";"Bertrand Russell"
"Noam Chomsky";"Wilhelm von Humbol"
"Norbert Wien";"Bertrand Russell"
"Norberto B";"Hans Kelsen"
"Hartmut Jahreiß";"Wilhelm Gl"
"Jacques Claude Marie Vincent de Gournay";"François Quesnay"
"Iain Hamilton Gran";"Friedrich Wilhelm Joseph Schellin"
"Leonard H";"T. H. Green"
"Louis Dumon";"Célestin Bouglé"
"Maria Lacerda de M";"Han Ryn"
"Quill Kukl";"Wilfrid Sell"
"Claude Lévi-S";"Célestin Bouglé"
"Colin McGinn";"Bertrand Russell"
"August von Bethmann-Hollw";"Friedrich Carl von Savigny"
"John Kenneth Gal";"Gardiner Mean"
"John L";"George Santayan"
"John Lock";"Samuel von Pufendorf"
"John Martin F";"Harry Frankf"
"John Maynard Keyn";"Bertrand Russell"
"John Maynard Keyn";"Georg Friedrich Kn"
"John Maynard Sm";"George Christopher William"
"John McDowell";"G. E. M. Anscom"
"John McDowell";"Georg Wilhelm Friedrich Hegel"
"John McDowell";"Hans-Georg Gadam"
"John McDowell";"Wilfrid Sell"
"John Searl";"Bertrand Russell"
"John Searl";"G. E. M. Anscom"
"John Williamson (economist)";"Fritz Machl"
"John von Neumann";"Bertrand Russell"
"Joseph Butl";"Francis Hutcheson (philosopher)"
"Joseph Epes Brown";"Frithjof Schuon"
"Joseph Rotbl";"Bertrand Russell"
"Joseph Schum";"Friedrich von W"
"Joseph Schum";"Werner Som"
"Joseph T. Salern";"Hans Sennholz"
"Joseph de M";"Francisco de V"
"Joseph de M";"François Quesnay"
"Josiah Roy";"Friedrich Wilhelm Joseph Schellin"
"Josiah Roy";"George Sylvester M"
"José Carlos Mariá";"Georges Sorel"
"José Ortega y G";"Wilhelm Dilthey"
"Jules Vuillemin";"Gaston Bachel"
"Julia Kristev";"Georges Bataill"
"Saul Kripk";"Bertrand Russell"
"German Historical School";"Friedrich L"
"Gilles Grel";"François Laruell"
"Konrad Johann Martin Langenbeck";"Franz Kaspar Hessel"
"Karl Wilhelm Ferdinand Sol";"Friedrich Wilhelm Joseph Schellin"
"Leon Chwistek";"Bertrand Russell"
"Philip M";"George Gurdjieff"
"Pierre-Paul Lemercier de La Rivière de Saint-Mé";"François Quesnay"
"B. F. Skinn";"Bertrand Russell"
"Barry Wellman";"Georg Simmel"
"Baruch Spinoz";"Franciscus van den Enden"
"Bas van Fraassen";"Wilfrid Sell"
"Ingmar Bergman";"Søren Kierk"
"Iris M";"G. E. M. Anscom"
"Isaac Asimov";"Bertrand Russell"
"Isaac Newton";"Franciscus P"
"Isaiah Berlin";"Bertrand Russell"
"Iván Wernin";"Frank Ramsey (mathematician)"
"J. J. Thomson";"George Johnstone Stoney"
"J. L. Austin";"Bertrand Russell"
"J. Neil Schulman";"Samuel Edward Konkin III"
"J. Robert Oppenheim";"Bertrand Russell"
"Jack Balkin";"T. K. Seun"
"Jack Parson";"Wilfred Talbot Sm"
"Mohammed Ridha Al-S";"Al-Mutan"
"Montesq";"Samuel von Pufendorf"
"Moritz Schlick";"Bertrand Russell"
"Moritz Schlick";"Wilhelm Wun"
"Moses Mendelssohn";"Friedrich Heinrich J"
"Murray R";"Francisco de V"
"Murray R";"Franz Oppenheim"
"Murray R";"Friedrich Hayek"
"Nader El-Biz";"Gaston Bachel"
"Naguib Mahfouz";"Taha Hussein"
"Nahum Norbert Glatz";"Franz Rosenzw"
"Nathan Salmon";"Bertrand Russell"
"Curzio Mal";"Georges Sorel"
"Tomáš Masaryk";"Franz Brentan"
"Tristan G";"Sandra L"
"Turan Dursun";"Al-Ma'"
